probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,CpG_sites_hg19,CHR,Probe_SNPs,gene,TSS_position,UCSC_CpG_Islands_Name,Feature_Type,signature
cg00770443,chr12,108611844,108611846,+,12:108611845,12,,WSCD2,Body,,,Hypo.MS4
cg00780520,chr8,128808553,128808555,-,8:128808554,8,,PVT1,Body,chr8:128806081-128806899,S_Shore,Hypo.MS1
cg00782323,chr12,30351138,30351140,-,12:30351139,12,,,,chr12:30353915-30354612,N_Shelf,Hypo.MS3
cg00787290,chr6,118226102,118226104,-,6:118226103,6,,,,chr6:118228042-118229811,N_Shore,Hypo.MS2
cg00788028,chr2,114049040,114049042,-,2:114049041,2,,LOC440839,Body,chr2:114048828-114049055,Island,Hyper.MS2
cg00789198,chr19,42007377,42007379,-,19:42007378,19,,,,,,Hypo.MS1
cg00790672,chr1,3324670,3324672,-,1:3324671,1,rs72849691,PRDM16,Body,chr1:3327991-3329424,N_Shelf,Hypo.MS4
cg00792107,chr12,133181599,133181601,+,12:133181600,12,,,,chr12:133179886-133180351,S_Shore,Hypo.MS6
cg00792513,chr6,100066697,100066699,+,6:100066698,6,,,,chr6:100066405-100067277,Island,Hyper.MS1
cg00798281,chr6,33041696,33041698,+,6:33041697,6,,HLA-DPA1,TSS1500,,,Hypo.MS3
cg00802855,chr10,134911096,134911098,+,10:134911097,10,,GPR123,Body,chr10:134911976-134912483,N_Shore,Hypo.MS4
cg00804587,chr3,190038678,190038680,+,3:190038679,3,,CLDN1,Body,chr3:190039817-190040465,N_Shore,Hypo.MS7
cg00805880,chr1,203045043,203045045,-,1:203045044,1,rs11585814,PPFIA4,Body,chr1:203044722-203045390,Island,Hyper.MS2
cg00806644,chr10,126889814,126889816,-,10:126889815,10,,,,,,Hypo.MS3
cg00809969,chr7,27181066,27181068,+,7:27181067,7,,HOXA5,3'UTR,chr7:27182613-27185562,N_Shore,Hyper.MS2
cg00817367,chr12,52401213,52401215,-,12:52401214,12,,GRASP,Body,chr12:52400467-52401696,Island,Hyper.MS1
cg00820056,chr8,144265336,144265338,-,8:144265337,8,rs61392094,,,chr8:144267329-144267824,N_Shore,Hypo.MS4
cg00820961,chr9,138624831,138624833,-,9:138624832,9,,KCNT1,Body,chr9:138626544-138626789,N_Shore,Hypo.MS1
cg00822007,chr16,63619094,63619096,+,16:63619095,16,,,,,,Hypo.MS4
cg00823843,chr1,244094884,244094886,-,1:244094885,1,rs12027534,,,chr1:244094755-244095117,Island,Hyper.MS2
cg00824018,chr10,105037660,105037662,+,10:105037661,10,,INA,1stExon,chr10:105036628-105038084,Island,Hyper.MS1
cg00830086,chr8,979503,979505,+,8:979504,8,,,,chr8:977625-978351,S_Shore,Hypo.MS3
cg00833257,chr19,51656517,51656519,-,19:51656518,19,,SIGLEC7,3'UTR,,,Hypo.MS4
cg00834924,chr15,85956921,85956923,-,15:85956922,15,,AKAP13,5'UTR,,,Hypo.MS7
cg00838756,chr15,35049447,35049449,+,15:35049448,15,,,,chr15:35046443-35047480,S_Shore,Hypo.MS4
cg00839579,chr7,15727440,15727442,+,7:15727441,7,,MEOX2,TSS1500,,,Hyper.MS3
cg00840332,chr7,127881268,127881270,+,7:127881269,7,,LEP,TSS200,chr7:127880750-127881375,Island,Hyper.MS3
cg00849267,chr16,968264,968266,-,16:968265,16,rs4984980,LMF1,Body,chr16:967241-967619,S_Shore,Hyper.MS2
cg00860808,chr2,171670499,171670501,+,2:171670500,2,,,,chr2:171670110-171670549,Island,Hyper.MS3
cg00863099,chr2,87755370,87755372,+,2:87755371,2,,NCRNA00152,Body,,,Hypo.MS3
cg00864530,chr14,38371921,38371923,-,14:38371922,14,,,,,,Hypo.MS7
cg00865429,chr4,10592776,10592778,-,4:10592777,4,,CLNK,Body,,,Hypo.MS3
cg00865690,chr2,21976204,21976206,+,2:21976205,2,,,,,,Hypo.MS6
cg00868860,chr12,55041947,55041949,+,12:55041948,12,,DCD,Body,,,Hypo.MS7
cg00870449,chr2,40508305,40508307,+,2:40508306,2,,SLC8A1,Body,,,Hypo.MS2
cg00872726,chr14,97499907,97499909,-,14:97499908,14,,,,chr14:97499605-97500176,Island,Hyper.MS3
cg00873351,chr17,72527812,72527814,-,17:72527813,17,,CD300LB,TSS1500,,,Hypo.MS4
cg00875805,chr4,140656748,140656750,-,4:140656749,4,,MAML3,Body,chr4:140655962-140657135,Island,Hyper.MS2
cg00875989,chr18,44774053,44774055,+,18:44774054,18,,,,chr18:44772992-44775577,Island,Hyper.MS3
cg00876196,chr19,55315033,55315035,+,19:55315034,19,,KIR2DL4,TSS200,,,Hypo.MS3
cg00877938,chr4,8692827,8692829,+,4:8692828,4,,,,chr4:8692853-8693118,N_Shore,Hypo.MS2
cg00883837,chr1,248551172,248551174,+,1:248551173,1,,OR2T6,1stExon,,,Hypo.MS2
cg00887902,chr8,56436392,56436394,-,8:56436393,8,,XKR4,Body,,,Hypo.MS6
cg00889398,chr13,28502088,28502090,-,13:28502089,13,,,,chr13:28501859-28502090,Island,Hyper.MS1
cg00890049,chr6,115892862,115892864,-,6:115892863,6,,,,,,Hypo.MS7
cg00891541,chr16,68481486,68481488,-,16:68481487,16,,SMPD3,5'UTR,chr16:68480864-68482822,Island,Hyper.MS2
cg00891995,chr1,153113261,153113263,+,1:153113262,1,,SPRR2C,Body,,,Hypo.MS2
cg00901320,chr12,129338533,129338535,+,12:129338534,12,,GLT1D1,Body,chr12:129337870-129338653,Island,Hyper.MS3
cg00905584,chr14,105058233,105058235,-,14:105058234,14,,,,chr14:105054873-105055113,S_Shelf,Hypo.MS3
cg00921219,chr12,131455512,131455514,-,12:131455513,12,,GPR133,Body,,,Hypo.MS5
cg00921266,chr7,27153662,27153664,+,7:27153663,7,,HOXA3,TSS200,chr7:27154999-27155426,N_Shore,Hyper.MS3
cg00921266,chr7,27153662,27153664,+,7:27153663,7,,HOXA3,5'UTR,chr7:27154999-27155426,N_Shore,Hyper.MS3
cg00923934,chr8,55795837,55795839,+,8:55795838,8,,,,,,Hypo.MS6
cg00926400,chr2,198651497,198651499,-,2:198651498,2,,BOLL,TSS1500,chr2:198649751-198651599,Island,Hyper.MS1
cg00927226,chr7,115608800,115608802,+,7:115608801,7,,TFEC,Body,,,Hypo.MS7
cg00927256,chr2,137411991,137411993,+,2:137411992,2,,,,,,Hypo.MS2
cg00927939,chr7,48962375,48962377,-,7:48962376,7,,,,chr7:48963967-48964348,N_Shore,Hypo.MS4
cg00929345,chr8,143622352,143622354,+,8:143622353,8,,BAI1,Body,chr8:143623275-143623662,N_Shore,Hypo.MS6
cg00929376,chr1,25258235,25258237,-,1:25258236,1,rs3116868,RUNX3,TSS1500,chr1:25255527-25259005,Island,Hyper.MS1
cg00929376,chr1,25258235,25258237,-,1:25258236,1,rs3116868,RUNX3,Body,chr1:25255527-25259005,Island,Hyper.MS1
cg00931644,chr13,77461367,77461369,-,13:77461368,13,,KCTD12,TSS1500,chr13:77459322-77461099,S_Shore,Hyper.MS1
cg00933411,chr8,13373089,13373091,+,8:13373090,8,,DLC1,TSS1500,,,Hypo.MS2
cg00934987,chr17,56605467,56605469,-,17:56605468,17,,SEPT4,Body,chr17:56609025-56609583,N_Shelf,Hypo.MS1
cg00937286,chr8,136245113,136245115,-,8:136245114,8,,LOC286094,TSS1500,,,Hypo.MS6
cg00939495,chr4,9783397,9783399,-,4:9783398,4,rs2076907,DRD5,5'UTR,chr4:9783035-9784960,Island,Hyper.MS1
cg00939495,chr4,9783397,9783399,-,4:9783398,4,rs2076907,DRD5,1stExon,chr4:9783035-9784960,Island,Hyper.MS1
cg00941576,chr6,31696481,31696483,-,6:31696482,6,,DDAH2,Body,chr6:31695894-31698245,Island,Hyper.MS2
cg00941900,chr14,101357600,101357602,+,14:101357601,14,,,,,,Hypo.MS7
cg00955547,chr21,19614111,19614113,-,21:19614112,21,,,,chr21:19617098-19617874,N_Shelf,Hypo.MS4
cg00956199,chr10,8078324,8078326,-,10:8078325,10,,,,chr10:8077829-8078378,Island,Hyper.MS3
cg00961139,chr1,13475004,13475006,-,1:13475005,1,,PRAMEF18,Body,,,Hypo.MS1
cg00961139,chr1,13475004,13475006,-,1:13475005,1,,PRAMEF19,Body,,,Hypo.MS1
cg00962755,chr1,201439000,201439002,-,1:201439001,1,,PHLDA3,TSS1500,chr1:201437519-201438648,S_Shore,Hyper.MS2
cg00964997,chr4,13531194,13531196,+,4:13531195,4,,,,chr4:13530847-13531244,Island,Hyper.MS1
cg00965643,chr1,32674816,32674818,-,1:32674817,1,,DCDC2B,1stExon,chr1:32670569-32671885,S_Shelf,Hypo.MS1
cg00969405,chr7,27184440,27184442,+,7:27184441,7,,HOXA5,TSS1500,chr7:27182613-27185562,Island,Hyper.MS2
cg00970396,chr16,9107198,9107200,+,16:9107199,16,,,,,,Hyper.MS1
cg00973309,chr15,75111128,75111130,-,15:75111129,15,rs74025850,LMAN1L,Body,,,Hypo.MS5
cg00974255,chr17,35082655,35082657,-,17:35082656,17,rs17562579,,,chr17:35078631-35078972,S_Shelf,Hypo.MS2
cg00978051,chr16,59786278,59786280,-,16:59786279,16,,,,chr16:59788792-59789072,N_Shelf,Hypo.MS7
cg00979288,chr5,140475651,140475653,-,5:140475652,5,rs31852,PCDHB2,1stExon,chr5:140475599-140476607,Island,Hyper.MS2
cg00980904,chr3,50373734,50373736,+,3:50373735,3,,RASSF1,Body,chr3:50374264-50375629,N_Shore,Hypo.MS1
cg00980904,chr3,50373734,50373736,+,3:50373735,3,,RASSF1,5'UTR,chr3:50374264-50375629,N_Shore,Hypo.MS1
cg00981928,chr7,56563151,56563153,+,7:56563152,7,,DKFZp434L192,TSS1500,,,Hypo.MS6
cg00982519,chr10,10837817,10837819,+,10:10837818,10,,SFTA1P,TSS1500,,,Hypo.MS2
cg00983482,chr10,130083706,130083708,-,10:130083707,10,,,,,,Hypo.MS3
cg00986824,chr12,75601464,75601466,+,12:75601465,12,,KCNC2,Body,chr12:75601081-75601752,Island,Hyper.MS1
cg00989365,chr14,70014547,70014549,-,14:70014548,14,,,,chr14:70014543-70014993,Island,Hyper.MS1
cg00991875,chr6,161100375,161100377,-,6:161100376,6,,,,chr6:161100092-161100456,Island,Hyper.MS1
cg01004063,chr14,88606475,88606477,+,14:88606476,14,,,,,,Hypo.MS2
cg01006802,chr16,2892765,2892767,+,16:2892766,16,,TMPRSS8,TSS200,chr16:2892579-2892810,Island,Hyper.MS2
cg01009664,chr3,129693612,129693614,-,3:129693613,3,rs5656,TRH,1stExon,chr3:129693127-129694841,Island,Hyper.MS3
cg01009664,chr3,129693612,129693614,-,3:129693613,3,rs5656,TRH,5'UTR,chr3:129693127-129694841,Island,Hyper.MS3
cg01009920,chr8,8153649,8153651,+,8:8153650,8,,,,,,Hypo.MS3
cg01015123,chr3,161214689,161214691,-,3:161214690,3,,OTOL1,1stExon,,,Hypo.MS7
cg01015395,chr5,167332341,167332343,-,5:167332342,5,,ODZ2,Body,,,Hypo.MS4
cg01022219,chr18,13641734,13641736,+,18:13641735,18,,C18orf1,Body,chr18:13641584-13642415,Island,Hyper.MS1
cg01024444,chr19,52222445,52222447,-,19:52222446,19,rs17853475,HAS1,Body,chr19:52222423-52223208,Island,Hyper.MS1
cg01025774,chr5,42944456,42944458,-,5:42944457,5,rs6860784,,,chr5:42944266-42944582,Island,Hyper.MS3
cg01027010,chr16,31576338,31576340,+,16:31576339,16,,,,chr16:31580070-31580317,N_Shelf,Hypo.MS4
cg01031101,chr6,28227090,28227092,-,6:28227091,6,,NKAPL,TSS200,chr6:28226979-28227483,Island,Hyper.MS1
cg01042100,chr10,48391547,48391549,+,10:48391548,10,,RBP3,TSS1500,chr10:48389019-48389375,S_Shelf,Hypo.MS6
cg01047586,chr2,176933406,176933408,-,2:176933407,2,,,,chr2:176933131-176933449,Island,Hyper.MS3
cg01052701,chr12,132923429,132923431,+,12:132923430,12,,,,chr12:132922117-132922443,S_Shore,Hypo.MS6
cg01054938,chr17,48712922,48712924,+,17:48712923,17,,ABCC3,Body,chr17:48712050-48712705,S_Shore,Hypo.MS7
cg01061391,chr13,79168572,79168574,+,13:79168573,13,,,,chr13:79170114-79171231,N_Shore,Hyper.MS2
cg01062020,chr1,162382847,162382849,+,1:162382848,1,,SH2D1B,TSS1500,,,Hypo.MS7
cg01066220,chr6,31696239,31696241,-,6:31696240,6,,DDAH2,Body,chr6:31695894-31698245,Island,Hyper.MS2
cg01072076,chr5,1930800,1930802,+,5:1930801,5,,,,chr5:1930754-1931986,Island,Hyper.MS3
cg01072821,chr8,10382164,10382166,+,8:10382165,8,,T-SP1,TSS1500,,,Hypo.MS2
cg01075002,chr6,155450881,155450883,-,6:155450882,6,,TIAM2,Body,,,Hypo.MS4
cg01076874,chr19,39797965,39797967,+,19:39797966,19,,LRFN1,3'UTR,chr19:39797786-39799250,Island,Hyper.MS2
cg01077058,chr2,241083863,241083865,-,2:241083864,2,rs80080362,,,,,Hypo.MS2
cg01077100,chr10,124067279,124067281,+,10:124067280,10,,BTBD16,Body,,,Hypo.MS1
cg01097384,chr11,1358674,1358676,-,11:1358675,11,,,,chr11:1357626-1359081,Island,Hyper.MS2
cg01108633,chr7,96899838,96899840,+,7:96899839,7,,,,,,Hypo.MS1
cg01109574,chr2,36824258,36824260,+,2:36824259,2,,FEZ2,Body,chr2:36824792-36825305,N_Shore,Hyper.MS2
cg01114033,chr11,45726187,45726189,+,11:45726188,11,,,,,,Hypo.MS2
cg01117384,chr20,56274095,56274097,-,20:56274096,20,,PMEPA1,5'UTR,,,Hypo.MS7
cg01117384,chr20,56274095,56274097,-,20:56274096,20,,PMEPA1,Body,,,Hypo.MS7
cg01119374,chr2,109742963,109742965,-,2:109742964,2,,,,chr2:109744585-109746833,N_Shore,Hypo.MS3
cg01120173,chr17,5019668,5019670,-,17:5019669,17,,ZNF232,5'UTR,chr17:5019637-5019879,Island,Hyper.MS1
cg01127423,chr11,45742907,45742909,+,11:45742908,11,,,,,,Hypo.MS5
cg01139861,chr7,50343297,50343299,-,7:50343298,7,,IKZF1,TSS1500,chr7:50342895-50343456,Island,Hyper.MS1
cg01142635,chr4,6224116,6224118,-,4:6224117,4,,,,chr4:6223566-6224224,Island,Hyper.MS1
cg01142710,chr5,145713753,145713755,+,5:145713754,5,,,,chr5:145713641-145713913,Island,Hyper.MS3
cg01150683,chr10,111216645,111216647,-,10:111216646,10,,,,chr10:111216604-111217083,Island,Hyper.MS3
cg01158527,chr11,134864215,134864217,-,11:134864216,11,,,,,,Hypo.MS5
cg01171339,chr6,27831893,27831895,+,6:27831894,6,,HIST1H2AL,TSS1500,chr6:27833120-27833406,N_Shore,Hyper.MS2
cg01178624,chr11,65360326,65360328,+,11:65360327,11,,KCNK7,3'UTR,chr11:65359292-65360328,Island,Hyper.MS2
cg01181150,chr7,154407877,154407879,+,7:154407878,7,,DPP6,Body,,,Hypo.MS6
cg01181415,chr12,16757953,16757955,+,12:16757954,12,,LMO3,5'UTR,,,Hyper.MS3
cg01182154,chr13,112202928,112202930,-,13:112202929,13,,,,chr13:112200212-112200893,S_Shelf,Hypo.MS1
cg01182430,chr18,75680549,75680551,-,18:75680550,18,rs79381274,,,,,Hypo.MS4
cg01184591,chr7,57249064,57249066,+,7:57249065,7,,LOC642006,TSS1500,chr7:57247588-57247927,S_Shore,Hypo.MS4
cg01187920,chr5,71015161,71015163,-,5:71015162,5,rs74779288,CARTPT,1stExon,chr5:71014917-71015715,Island,Hyper.MS1
cg01190484,chr6,30104592,30104594,+,6:30104593,6,,TRIM40,5'UTR,,,Hypo.MS1
cg01190484,chr6,30104592,30104594,+,6:30104593,6,,TRIM40,1stExon,,,Hypo.MS1
cg01194336,chr12,66627996,66627998,+,12:66627997,12,,IRAK3,Body,,,Hypo.MS1
cg01196788,chr2,19561708,19561710,-,2:19561709,2,,,,chr2:19562749-19562965,N_Shore,Hyper.MS3
cg01198033,chr7,155302341,155302343,+,7:155302342,7,,CNPY1,5'UTR,chr7:155302253-155303158,Island,Hyper.MS1
cg01201932,chr14,24978680,24978682,-,14:24978681,14,,CMA1,TSS1500,,,Hypo.MS6
cg01202519,chr11,85645742,85645744,+,11:85645743,11,,,,chr11:85645714-85646191,Island,Hyper.MS2
cg01202700,chr12,130337670,130337672,+,12:130337671,12,,TMEM132D,Body,chr12:130339683-130343584,N_Shelf,Hypo.MS4
cg01203136,chr2,241922075,241922077,-,2:241922076,2,,,,chr2:241922777-241923143,N_Shore,Hypo.MS1
cg01208318,chr14,106329651,106329653,-,14:106329652,14,rs72715470,,,chr14:106333492-106333920,N_Shelf,Hypo.MS3
cg01227558,chr5,166710845,166710847,-,5:166710846,5,,ODZ2,TSS1500,,,Hypo.MS1
cg01229506,chr5,118965232,118965234,-,5:118965233,5,,FAM170A,TSS200,,,Hypo.MS4
cg01229998,chr11,60049446,60049448,-,11:60049447,11,,MS4A4A,TSS1500,,,Hypo.MS2
cg01229998,chr11,60049446,60049448,-,11:60049447,11,,MS4A4A,Body,,,Hypo.MS2
cg01232206,chr16,33044269,33044271,+,16:33044270,16,,,,chr16:33038921-33040607,S_Shelf,Hypo.MS4
cg01233025,chr11,55637838,55637840,-,11:55637839,11,,,,chr11:55640068-55641085,N_Shelf,Hypo.MS2
cg01236132,chr13,112723580,112723582,-,13:112723581,13,,SOX1,1stExon,chr13:112720564-112723582,Island,Hyper.MS1
cg01236132,chr13,112723580,112723582,-,13:112723581,13,,SOX1,3'UTR,chr13:112720564-112723582,Island,Hyper.MS1
cg01237056,chr22,43739991,43739993,+,22:43739992,22,,SCUBE1,TSS1500,chr22:43738882-43740285,Island,Hyper.MS3
cg01237333,chr9,113529,113531,+,9:113530,9,,,,chr9:112916-114839,Island,Hyper.MS3
cg01238435,chr5,141595695,141595697,+,5:141595696,5,,,,,,Hypo.MS1
cg01254303,chr12,119592034,119592036,-,12:119592035,12,,SRRM4,Body,chr12:119591856-119592176,Island,Hyper.MS3
cg01262413,chr7,157691540,157691542,+,7:157691541,7,,PTPRN2,Body,chr7:157690559-157690770,S_Shore,Hypo.MS3
cg01270241,chr14,97673029,97673031,+,14:97673030,14,,,,,,Hypo.MS2
cg01279413,chr20,62030493,62030495,+,20:62030494,20,,,,chr20:62031417-62032423,N_Shore,Hypo.MS2
cg01282174,chr11,119630143,119630145,-,11:119630144,11,,,,,,Hypo.MS7
cg01284289,chr12,66025634,66025636,+,12:66025635,12,,,,,,Hypo.MS2
cg01285237,chr15,97739601,97739603,-,15:97739602,15,,,,,,Hypo.MS2
cg01285926,chr7,56242553,56242555,+,7:56242554,7,,,,chr7:56242406-56243298,Island,Hyper.MS2
cg01287000,chr8,145938563,145938565,+,8:145938564,8,,,,chr8:145938492-145939708,Island,Hyper.MS1
cg01287088,chr5,176827391,176827393,-,5:176827392,5,,PFN3,1stExon,chr5:176827081-176827754,Island,Hyper.MS1
cg01287975,chr7,97361240,97361242,+,7:97361241,7,,TAC1,TSS200,chr7:97361132-97363018,Island,Hyper.MS1
cg01294808,chr5,3599685,3599687,+,5:3599686,5,,IRX1,Body,chr5:3594467-3603054,Island,Hyper.MS1
cg01295203,chr8,70984198,70984200,-,8:70984199,8,,PRDM14,TSS1500,chr8:70981873-70984888,Island,Hyper.MS1
cg01295392,chr12,108169568,108169570,-,12:108169569,12,,ASCL4,3'UTR,chr12:108168986-108169570,Island,Hyper.MS1
cg01295392,chr12,108169568,108169570,-,12:108169569,12,,ASCL4,1stExon,chr12:108168986-108169570,Island,Hyper.MS1
cg01295399,chr10,50820277,50820279,+,10:50820278,10,,CHAT,TSS1500,chr10:50817601-50820356,Island,Hyper.MS2
cg01295399,chr10,50820277,50820279,+,10:50820278,10,,SLC18A3,1stExon,chr10:50817601-50820356,Island,Hyper.MS2
cg01295399,chr10,50820277,50820279,+,10:50820278,10,,CHAT,5'UTR,chr10:50817601-50820356,Island,Hyper.MS2
cg01297721,chr19,19373565,19373567,-,19:19373566,19,,HAPLN4,1stExon,chr19:19371675-19372393,S_Shore,Hyper.MS1
cg01297721,chr19,19373565,19373567,-,19:19373566,19,,HAPLN4,5'UTR,chr19:19371675-19372393,S_Shore,Hyper.MS1
cg01297896,chr8,142628826,142628828,+,8:142628827,8,,,,chr8:142630127-142630468,N_Shore,Hypo.MS6
cg01298102,chr16,21199839,21199841,+,16:21199840,16,,,,,,Hypo.MS2
cg01299082,chr4,190563978,190563980,+,4:190563979,4,,,,chr4:190566549-190567722,N_Shelf,Hypo.MS6
cg01302656,chr14,29254852,29254854,-,14:29254853,14,,C14orf23,Body,chr14:29254365-29255069,Island,Hyper.MS1
cg01310118,chr6,168855167,168855169,+,6:168855168,6,,SMOC2,Body,,,Hypo.MS3
cg01310330,chr7,1787193,1787195,-,7:1787194,7,rs9177,ELFN1,3'UTR,chr7:1784027-1786934,S_Shore,Hypo.MS1
cg01311313,chr8,35252358,35252360,-,8:35252359,8,,UNC5D,Body,,,Hypo.MS6
cg01311955,chr11,132965249,132965251,-,11:132965250,11,rs12365292,OPCML,Body,,,Hypo.MS5
cg01313732,chr12,10252118,10252120,+,12:10252119,12,,CLEC1A,TSS1500,,,Hypo.MS4
cg01321673,chr22,50438362,50438364,-,22:50438363,22,,IL17REL,Body,chr22:50438257-50438776,Island,Hyper.MS2
cg01323381,chr7,27184263,27184265,+,7:27184264,7,,HOXA5,TSS1500,chr7:27182613-27185562,Island,Hyper.MS2
cg01326120,chr16,34210081,34210083,-,16:34210082,16,,,,chr16:34208200-34209248,S_Shore,Hypo.MS2
cg01329005,chr19,17516711,17516713,+,19:17516712,19,,BST2,TSS1500,,,Hypo.MS3
cg01345315,chr12,43945997,43945999,-,12:43945998,12,rs275604,ADAMTS20,TSS1500,chr12:43944719-43946285,Island,Hyper.MS3
cg01348055,chr16,10272787,10272789,+,16:10272788,16,,GRIN2A,Body,chr16:10273943-10277424,N_Shore,Hypo.MS2
cg01349088,chr20,30012192,30012194,-,20:30012193,20,,DEFB122,Body,,,Hypo.MS2
cg01349621,chr20,61165940,61165942,-,20:61165941,20,,C20orf166,Body,,,Hypo.MS2
cg01360605,chr20,58983675,58983677,+,20:58983676,20,,,,,,Hypo.MS6
cg01361499,chr15,75467996,75467998,+,15:75467997,15,,,,chr15:75470911-75471212,N_Shelf,Hypo.MS1
cg01363714,chr14,103655772,103655774,+,14:103655773,14,,,,chr14:103655241-103655928,Island,Hyper.MS3
cg01372939,chr16,5283417,5283419,+,16:5283418,16,,,,,,Hypo.MS2
cg01376826,chr3,147129825,147129827,+,3:147129826,3,,ZIC1,Body,chr3:147130342-147130577,N_Shore,Hyper.MS2
cg01378182,chr7,43288634,43288636,+,7:43288635,7,,HECW1,Body,chr7:43288634-43288948,Island,Hypo.MS3
cg01378999,chr20,62059510,62059512,-,20:62059511,20,,KCNQ2,Body,chr20:62059391-62059606,Island,Hypo.MS4
cg01382864,chr2,220174250,220174252,-,2:220174251,2,,PTPRN,TSS200,chr2:220173870-220174283,Island,Hyper.MS1
cg01393234,chr1,226085078,226085080,-,1:226085079,1,,,,,,Hypo.MS1
cg01395254,chr2,2336427,2336429,+,2:2336428,2,,MYT1L,TSS1500,,,Hypo.MS6
cg01397449,chr16,67220540,67220542,-,16:67220541,16,,EXOC3L,Body,chr16:67217716-67219219,S_Shore,Hypo.MS2
cg01400040,chr15,61091219,61091221,+,15:61091220,15,,RORA,Body,,,Hypo.MS7
cg01405445,chr19,36246405,36246407,+,19:36246406,19,,HSPB6,3'UTR,chr19:36246328-36247982,Island,Hyper.MS2
cg01407254,chr2,71787807,71787809,+,2:71787808,2,,DYSF,Body,chr2:71787430-71787897,Island,Hyper.MS2
cg01413054,chr2,231658978,231658980,+,2:231658979,2,,CAB39,Body,,,Hypo.MS1
cg01413522,chr16,86519104,86519106,-,16:86519105,16,,,,,,Hypo.MS2
cg01419831,chr2,162283704,162283706,+,2:162283705,2,,,,chr2:162283581-162284677,Island,Hyper.MS1
cg01421252,chr16,5590676,5590678,-,16:5590677,16,rs67240172,,,,,Hypo.MS5
cg01425409,chr3,187413912,187413914,-,3:187413913,3,,,,chr3:187416511-187416726,N_Shelf,Hypo.MS6
cg01425762,chr16,81666632,81666634,-,16:81666633,16,,CMIP,Body,,,Hypo.MS1
cg01426968,chr16,15596368,15596370,-,16:15596369,16,,C16orf45,Body,,,Hypo.MS1
cg01427630,chr16,13270645,13270647,-,16:13270646,16,,SHISA9,Body,,,Hypo.MS6
cg01431057,chr1,153362926,153362928,+,1:153362927,1,,S100A8,Body,,,Hypo.MS2
cg01432552,chr12,71040267,71040269,+,12:71040268,12,,PTPRR,Body,,,Hypo.MS3
cg01434649,chr1,3567869,3567871,+,1:3567870,1,,WDR8,TSS1500,chr1:3566445-3569636,Island,Hyper.MS1
cg01434649,chr1,3567869,3567871,+,1:3567870,1,,TP73,TSS1500,chr1:3566445-3569636,Island,Hyper.MS1
cg01440489,chr13,41593384,41593386,+,13:41593385,13,,ELF1,1stExon,,,Hypo.MS2
cg01440489,chr13,41593384,41593386,+,13:41593385,13,,ELF1,5'UTR,,,Hypo.MS2
cg01441699,chr1,2848426,2848428,-,1:2848427,1,rs28641759,,,chr1:2847056-2847288,S_Shore,Hypo.MS4
cg01442601,chr14,102030726,102030728,-,14:102030727,14,,,,chr14:102025989-102031567,Island,Hyper.MS3
cg01444716,chr20,11898556,11898558,-,20:11898557,20,,BTBD3,5'UTR,,,Hyper.MS2
cg01444716,chr20,11898556,11898558,-,20:11898557,20,,BTBD3,TSS200,,,Hyper.MS2
cg01447112,chr7,6703802,6703804,+,7:6703803,7,,,,chr7:6703503-6704075,Island,Hyper.MS3
cg01452847,chr17,46711340,46711342,-,17:46711341,17,,MIR196A1,TSS1500,chr17:46710812-46711419,Island,Hyper.MS1
cg01456609,chr16,25700780,25700782,-,16:25700781,16,rs4470153,,,chr16:25702955-25704631,N_Shelf,Hypo.MS2
cg01462537,chr10,2992188,2992190,-,10:2992189,10,rs72776863,,,,,Hypo.MS7
cg01463644,chr16,48115639,48115641,-,16:48115640,16,,,,,,Hypo.MS7
cg01464104,chr11,56043039,56043041,+,11:56043040,11,,OR5T1,TSS200,,,Hypo.MS2
cg01469715,chr16,27900715,27900717,-,16:27900716,16,,GSG1L,TSS1500,,,Hypo.MS7
cg01469715,chr16,27900715,27900717,-,16:27900716,16,,GSG1L,Body,,,Hypo.MS7
cg01484487,chr2,74726891,74726893,+,2:74726892,2,,LBX2,Body,chr2:74725039-74727038,Island,Hyper.MS2
cg01495831,chr3,97886466,97886468,+,3:97886467,3,,OR5H15,TSS1500,,,Hypo.MS2
cg01496696,chr7,157811863,157811865,-,7:157811864,7,rs12531473,PTPRN2,Body,,,Hypo.MS3
cg01499197,chr13,28544813,28544815,-,13:28544814,13,,CDX2,TSS1500,chr13:28544524-28544890,Island,Hyper.MS1
cg01503065,chr4,155411805,155411807,+,4:155411806,4,,DCHS2,1stExon,chr4:155410623-155413393,Island,Hyper.MS1
cg01510278,chr16,11456237,11456239,-,16:11456238,16,rs731774,,,,,Hypo.MS1
cg01511901,chr13,31004718,31004720,-,13:31004719,13,,,,,,Hypo.MS1
cg01513078,chr14,105437093,105437095,-,14:105437094,14,,AHNAK2,Body,,,Hypo.MS1
cg01513392,chr20,21488197,21488199,-,20:21488198,20,rs35254876,,,chr20:21485932-21496714,Island,Hyper.MS2
cg01514353,chr22,46259642,46259644,+,22:46259643,22,,,,chr22:46262065-46263747,N_Shelf,Hypo.MS2
cg01515155,chr11,55579362,55579364,+,11:55579363,11,,OR5L1,1stExon,,,Hypo.MS4
cg01518607,chr6,27235890,27235892,-,6:27235891,6,,,,,,Hyper.MS1
cg01519695,chr12,3590797,3590799,+,12:3590798,12,,,,,,Hypo.MS7
